,text,lang
491,mass sk anna i love you,3
14274,masss....  ikkaa,4
9449,spelling thus differs depending on the sources consulted,1
6368,khud to karate hee hai baakiyon ka bhee karate hai,2
2547,ham to abhee soenge to din mein 1112 tak uthenge,2
17972,he later served on the naval committee,1
14816,are mujhe bahot neend aa rahee,2
762,agar aap kahate but jn pahachaan karanee thee,2
14717, ettan fans ethra per ee padam kanan pokum ettan ishttam,4
7428,mammookka pilker undo evide ....adikkadaaa like,4
15166, what did you say meera krishnan? what did you tell him? goosebumps!,3
17264,blocks are first class objects,1
1956,400 temporary barracks were constructed in the racetrack parking lot to house the prisoners,1
1040,mccone in turn met with fbi director j edgar hoover,1
13776, dai pandey thala ya vey yethirthu pesuriya goyala theater pakkam varuvala va............,3
9022,for people named berg see berg surname,1
17876, stars nu pakaram nalla cinema'ye support cheyyunavar adi like..,4
11863, enghall oro movieyilum oro makeoverumm realistic aayiii mass kaanikunadhumm kaanumbazhaann lalettane oke eduthh kinattill edaann thonunadhhh..by a lalettan fann,4
5560, kidilam padam...direction ennoke paranja ithaanu mone,4
5043, level item.. padavum ithupole aya mathiyaynu,4
6605,life ke lie,2
18963,different green parties that list the four pillars phrase them somewhat differently,1
13987,tum so hee jao ms rood,2
5821, teaser kandappol katta valippanu ennu thonni,4
3125, 50k views in 4 minutes,3
2460,lalettan fansinu trailer kandathilekk swaghatham,4
16838,at least you know,2
4725, ikka fans mathramalla ettan fansum undu...box officeeee chaavaan thayyaraayikko ...mamangam,4
17617, anyone after darbar motion poster lile it 🤘🤘🤘🤘🤘🤘🤘🤘,3
11815,kaisa laga yah,2
17508,wow wow wow  thala daaaaaaaaaaa,3
7707,rajuvine miss cheyyunnennu thonnunnavar like here,4
18765,its not a business process outsourcing aise kyoo bolenge,2
17896,kis language mein baat kar rahe ho aap,2
4548, uff mammookka'$ entry bgm stunning trailer,4
9535, adhuthu yevanachum mallus undanuu kettu cmnt poduvaan,3
179,hey what is your name,2
4801,thrombosis obstruction of a blood vessel by a blood clot forming locally,1
9395, ayooo thala lv u thala. sema mass thala look  sema. 🥰,3
16379,jisame main kisee ko bhee nahin jaanatee,2
852,aaruvaadee dislike adich ponath ithrakk kazhappoo,4
300,ek baat to sach bata do,2
17730,another  along the coast called kawa is likely to be preserved,1
2328,sirappana tharamaana sambavam  marana waiting,3
1138,konjam fast ah play panuna kaththi theme music mathiri irukuthu indha bgm. enaku matum than apdi thonudha ?,3
14924, ente anna oru rakshaym ella.... adipwoli,4
8240, inspector gadget movie pakkura pola iruku,3
18653, i mena mukamudi padam mathiri iruku,3
11326,this is the same principle behind inertial confinement fusion,1
7565, cinema pottiyathinnu shaesham kanunavar like adichae,4
281,international and and blank,1
7580,it is classified as an idiophone a percussion instrument,1
21533, petta pongalo pongal coming to gift rajini sri gift for fens,3
22721, dai ranjith naaye ithu thaanda yenga thalaivar un caste kaaga thalaivar ra spoil panna paatha,3
16364,sadly nowhere did this warrant mention queen or crown,1
4038, kandasamy and mugamoodi mixed nu nenaikre....,3
21316, oru pandi comedy pandum pole unnd,4
16895,jamaica the press university of the west indies,1
12780,her koee fake nahin hota hai,2
17542," ellarum ajith likers, koliwood king acting young",3
10501,dhanush anna what a screen presence! paaaaaaaaaaaaah! sure blockbuster #asuran,3
18755,taylors first campaign as party leader was not particularly successful,1
11796,it was originally know as effingham institute,1
5474, #mamangam 2019 it will be an epic. mammukka uyir,4
14354,his detailed euroteams results from follow,1
11391,adipoli... kidu kidu kidu... first day first show... #mammookka,4
8164,subsequent designs reverted to the standard profile however,1
14781,why you said your name as riya,2
11238, mammokkaaa katta waiting for this movie,4
1765, lalettan fans nte full support 🥰🥰🥰,4
8708, podu thakida thakida..    thala vera level.......thala fans lam like ah norukongooooo....!!!!,3
988, maduraraja trailer erangiyapo  veendum kaanan  vannavar undel evide likiko,4
5668, mammooka fans  ivide come  & like adii,4
22244,mokka  na mokka vera level mokka  intha padam thala rank ka kuraikkum,3
4744,ambo kiduve.. kola mass .. raju etta ingalu vere level ..,4
1875,all the best anna...telugu makkal selvan fans,3
15503,birdlife includes nightjars and nightingales,1
11204,the frontispiece was engraving by william marshall illustrator,1
19932,dislike adichavark trailer ishtapedanjitto അതോ lalettaneyo. എതായാലും ninnodokke പുച്ഛം മാത്രം. its ettans swag,4
1389, korach adhikum award kude  undakendi verum enn toonna suraajettante acting kanumbo,4
4735, average padam....2nd half thalli neekkan petta paadu,4
3821,soch insaan kitana hoga,2
6032, thala vera vera vera level,3
12474,yetra ayalum lucifer ne tholppikan kayila.. ettan uyir,4
16087,what is your name,2
9875,given his royal status he advanced rapidly through the ranks,1
12301,colchester were relegated to football league one in 2008 ,1
5487,hospitalized main stations moment,1
12953,"namma kitta guard irundha eduthupunga , kaasu irundha pudigipanga,paddipu mattum vanga mudiyadhu dhanush dialog",3
15216,43k haters enga da irundhu varinga,3
1769,kuchh nahin bas yoonhee,2
6063, kochi karan aya kunjali engane ee bhasha padichu avo :),4
22131,okay give your instagram identity document from there i will add you on facebook,2
9254,i thought you so,2
10039,in 1997 tunney married producerdirector bob gosse,1
11687,classification of the genus pseudocordylus,1
6550, ente ponnu mammokka ningalekkondu oru rakshayumillallo,4
13074,the 1886 charleston earthquake was the largest quake to ever hit the southeastern united states,1
20890, kammara sambhavam madhuraraja trailer undakkiyaa aalanalle trailer undakiyathu  cinema idi akathirunnal mathi  vargam poloru padam ayalum mathi,4
21827,the regnal years for this joint reign are,1
21203, eniyum eniyum malayala cinema orupaad uyaragalil ethatte,4
14592,mujhe naee pata maee fair hu ya naee,2
17379, who loves akshay kumar $rajnikanth sir,3
7204, goosebumps  kidilan trailer  #fdfs #gamechangerofmollywood,4
14384,dafqu are a girl now your turn,2
22468, surya anna fans hit like,3
3713, enna panna porom sweet sapda porom petta paraak,3
12235,ek baat boloo ab mat milana,2
6515, vada..  ithu kettu romancham vannavarku likenulla coment,4
10118, david nainan viramikan ulla samayayi makkale...varunnath avante appan aait varu,4
6640,to kya naachoo phir,2
12685,vais e maze to aate peetane mein,2
11746, the legend...wait cheyyaan vayya 🥰njan pooyi nara simham kaanatte cheriyoru samaadaanam🤣🤣,4
14729, vere vella panikk poda..nayinte mone....thantha kelava...lalettante myr nakkan polum anne kond pattillada pooraaaa...,4
20386, ee cinemayke katta wait cheyyunnavarke like adikkam,4
7308,phir kal mujhe aapako vaapas bhee karana padega na,2
13867, just looks like cartoon so bad,3
9262, mammukka fansnu like adikkan ulla nool,4
16929,please na aaj last time,2
87,namaku thevai anatha namma thaan adichu vaanganum,3
7314,this is called spin spin relaxation time  or transverse relaxation,1
14385, confirm flop vijay sethupathiku intha maari padam set aagathu,3
13322,mokka ya tha iruku trailer antha level ku perusa onnum illa,3
3770," kabali,kaala,petta  mathiri mass movie than venum..",3
11414, oru kannu adachu pidichittu aduth vechonnu kandunokkike,4
11508, 1st day show yarallam book panniga,3
1332,"1:46 - 1:47, padam paathavangaluku mattum thaan theiryum evlo goosebumps aana scene athu nu! tharamaana padam",3
7940,answer aapis ae rite vat thase am ne,2
1695,the german wikipedians are thus the pioneers of printing wikipedia material,1
11443, aa kannukal mathram mathi a character depth mansilkan laletta.....,4
20227,mamootiku lalettan fansinte vaka vijaya asamaskal neridunnu,4
3694,then the following is calculated,1
14352,2 lakhs like ariyan vendi vannavaradi like,4
18512, ethentha (telugu movie)vikranadithya malayam version ano,4
5927, lucifer fdfs pokunnu lalettante white n white lookil,4
4280,locomotives were repaired there until recently,1
10417,padam hit laleetan fans like adi,4
12956, kolla kandulaya irukeran sun tv melaya padathai sekiram release pannu.,3
19911,it can also refer to,1
5317,puraanee jaegee tabhee to nayee aaegee,2
8976,ivedathe like oke evidepoyii 180k oke kandathalooo,4
16226,the horseback the w,1
4027, epppppaaaaaa verithanam da dei....... marana massssssss,3
9099,i am thalapathi  fan trailor semmaya irukku  bigil apurama kaithi movie,3
10116,both returned to journey in 1996,1
1980, ayyo kadha manasilavunnud aval freezer l kudughuvalle,4
9667,maza aa jaata tumhaare saath,2
8227,tha vera level thalaivar semma massss,3
911,aur mera name prince,2
4475,translating them into english makes them even more so,1
2492, diwali winner  kaithi.  like  bigil.   cmt,3
18649,mujhe laga jab uthoge tab dekh loge,2
13964, enna pola daily nkp trailer paarkura angaali pangaali ellaam oru like podunga,3
17855, bayagarama kathuvanga aamaians indha trailer paththu,3
21175,so hwz you feeling,2
16918,like if youre cooking you need salt,1
14978,parfitt had a quadruple coronary artery bypass surgery in 1997 ,1
6758,mere type ke nahin ho,2
91, kidu item ikka ith trendigil vannirikum,4
8414, daily trailer parkura angaali pangaali ellaam oru like podunga,3
19095,mein sarakaaree mein padha hoya majnu mera naam gadha hoya vaala system hee apana,2
4569, nammude kuttikale karotteku pagaram kalari padipkunnathalle nallathu.athalle nammude parambaryam..,4
11744, thala and thalabathi avanga fans ku solla asapadradhu ithu thaan.. piurinjukonga da deiii.  1:55,3
14530, madhuraraja trailer kand ivide vannanvar likkeee,4
948,bhaee single hee na,2
1799, background le visuvasam bgm maathiri enaku mattum than kekutha ? 🤔,3
19285, ithu polikkum  rajuvetta tnx alot,4
17521," oruthara mela nenga viswasam katrathukaga,inoruthara yen asinga paduthuringa....... sema",3
10636, petta title tamil la paathadum cull nu yaarku therinjadhu?? like pannunga...,3
119,if you have feelings give your number,2
8894,radio stations wgny am and wgny fm are licensed to newburgh,1
11501, pokkiri raja yil siddique inte kayi vettiyirunnu.. ithil angane onnum thonnunilelo,4
20067,some 115 members of congress were implicated,1
20800,this impressed joan and they started dating,1
17133,from where you are,2
2570, this time naata vittu odurathu uruthinu nenaikiraen.,3
4464,lagata hai pulao kuchh jyaada hee achchha banatee ho,2
4983,however only a level biology is taught there,1
12016, ethu njan etho english cinemayil kanditundu.... peru ormayilla.,4
4537,a school was organized the same year,1
22736," best wishes to the team! 'saavaratha iruntha sanda pottu saavanum sir, kaalila vizhundhu saava koodathu'",3
21171, enth chaar intro aado... aa lookinulle intro illa... chalippan,4
20423,it was his last world series appearance as a member of the giants,1
22420, superstar rajnikant fans hit like  2k likes    petta this pongal pakka blockbuster,3
11520, trailer review ellavarum kand nokku,4
671,dont type stop please,2
16111,table of uzbek cyrillic and latin alphabets and represented sounds,1
2098,ladakee hai hee naee yahaan par,2
5876,cyclinbcdk1 activates cdc25 resulting in a positive feedback loop,1
10777, any rangaraj pandey fans here ???,3
7486, p  i   n     k       !!,3
18868, padathuku mokkai director u ena nadaka poguthu,3
10809,the submarines crew suffered no casualties during her career,1
8838, november 6 num vann nookunnavar undo🤔,4
6127,nejamana tharamaana sambavam edhan.  father dhanush pakka mass ...,3
14677,nevertheless haitis system remains in need of continued reform and strengthening,1
20087, rakul preet ad is awesome..,3
1406, neraya neraya neraya neraya likes  awwesome teaser,3
7511, ithanu njngak ishtamm olla mammooka..padam hit avatte..from an ettan fan,4
96,dopahar mein bahot kha lee thee,2
21068,thala fans vitradinga no 1 trendingla irunthu,3
7394,koee ladakee nahin hai yahaan,2
4400,tum kya hijde dhund rahe ho,2
14774,pahale mainne poochha hai,2
539,the conservatives would have to wait twenty years before their fortunes in western canada revived,1
8252,pasand nahin hai mere ko ye sab,2
9693,main to bachelor of arts ka student hu,2
9764,sappi is a producer of coated fine paper and chemical cellulose,1
6469, superb.. thala mass... i am waiting...,3
16368, social media vazhi paranju perippichu raju. .,4
8172,mujhe nahin lagata kee aap hong kong se nahi ho,2
13531, call of duty updated version download from my channel,3
553, 4  m views.... 300 k likes...,4
17882, trailer  pakkupothellam pullarikkuthu sema maas thala brilliant,3
9029,these attributes can control aspects such as color shape and line styles,1
19957, amitav  baccan  movie remake,3
20843, adipoli ayitu undu....... nalla making ennu thonunu kanditu...... good luck to the team.,4
7867,lincoln and welland regiment museum butlers barracks,1
4102,cuteness hamesha look se naee dekhi jaatee miss gumanaam,2
2364,night kulla 10 million views 800k likes thandumnu solravanga like podunga,3
1858,nahin isamen bura lagane vaalee baat nahin hai,2
8607, ente ponno marana mass.. ethu polikum....,4
4891,and your name,2
3302, karayippikuvo muthe... happy bday ikka.... waitg,4
4790,tell me your facebook identity document,2
18937, amma sathiyama sollunga da indha trailer nalla illainu neengalam thirundhave mattingada,3
19977,empuraan katta waiting cheyyunnavar like adich pokuka,4
18236, ajith look kola mass irukku,3
16955,yarellam 10 vatikku mele trailer pathingalo avunge like podunge,3
13306,haan unknown ko jeetata chaahe gaaliyaan de sakate hai,2
6237,keep reaching out to others,1
2748,not our problem i havent,2
5112,aur tum kaun se class mein ho,2
8851, ithu oru thivasam konde 1m adikum,4
5362," mersal , petta , sarkar , viswasam ipadi ellam movie record kandipa break pannum",3
22558, thala.....no words you simply nailed it in your own style  and yuvan,3
3246, rajaye... kandittu derickine kanan vanathu njan mathram anooo.... 🤗,4
2031,the encyclopedia of language and linguistics,1
907," 80's, 90's la patha super star",3
3981,the high school mascot is the hillbilly,1
906,eppadi pa ithukku dislike kodukkareenga.. thiramai enga irunthalum mathikkanum.. waiting to see on screen,3
19400,njum idakk idakk like cmt nokkunnu,4
8328,a scottish team dundee united visited mestalla a week later,1
11494, zero - movie ki to vaat lagne wali he,3
3827,maza to abhee tumane start hee nahin kara,2
9969,mongolia is a parliamentary republic,1
14071, bgm ejjathi...romancham...athine pati adhikam paranju kandilla,4
11826, dis like adikkan kure myranmar vannolum,4
8948, ente peru chodikkaathe eduthathil paribhavamilla ketto..  cinema super aanenn trailer kandappol thanne manassilaayii,4
21489,ussoda padam bussu. 8m cross pannavae mukkudhu.,3
16873,now it is slower but better and more lasting,1
15946, sam cs name kaaga vanthan..music epdiii iruku nu parka,3
15844,in 2006 ventspils team won its seventh consecutive championship,1
5880,oruthar mela visvaasam kaatradhukaga inoruthara yen asinga paduthuringa sema,3
13270,despite jiangs arrest ding remained undeterred,1
3964, ende ammo aa mundu madakki vechulla aa chavitt !!! . laletta.,4
19698,bhaee ja ladakee dhun ladakee chat leave karo aur ladakee dhoondho,2
5878,traditionally prepared filter coffee is quite famous which is unique in taste,1
17570,vonnegut cooperated in the project,1
10398, verey level maranamaass neeralikk polumilla 1 m views,4
18035,itana attitude mat dikha,2
17872, veraa level ur lying ur lying semmaa dialogue,3
11745, thala innum neraya neraya neraya neraya....🥂,3
809,their previously acclaimed partnership ended with this film,1
7659,semmeh. waiting for deepavali sanga tamilan,3
1814, eyyalu nthu manushana oru rakshayum ella kidu,4
6108, idi vetti mazha peytha oru feeling..🥳,4
18821,palo alto fire also provides service to the stanford university campus,1
8484, surajettane kndappol ravanaprabhuvile varyar ammavane ormma vannavarundo,4
16397, naanundu i am a katta laalettan fan,4
4691, madhura raja polikkumm  sinan ek college of commerce,4
17578,like a heart with legs on,1
4196,are aap id batao apana request bhejata hu aacha laga baat karake aapase,2
13908, njan mammootty fana but lalettan e onam thootuvarum polikkum,4
8477, thala pole varumaaa  ore oru thala dhaaaaa  aaattam inime aarambika pokith machiii  picture abhi baakki hai bhaayi,3
6278, ee item vache mammal nammude pracharanam thakarkum,4
21033, madmaxfury matri iruku... but nice one,3
12124,himanshu and your,2
7992, mamangam ikka ithre vendu katta waiting,4
20421,to than hours of,1
15554, mamangam keralam kanda ettavum valliya hit akkum,4
9465,svaagat nahin karoge hamaara,2
6057,the film is written and directed by richard rossi,1
16176, kaithi trailer vera level bigil ku sangu than pola,3
22287, thalaivar thalaivartha summa maaàaasssss katitaru .,3
11658,sun ek kaam karate hai send ye aap ka link to your female friends and mein mere contacts kee,2
690,aww love you too,2
19372,missions include various tasks such as,1
9670, lucifer trailer erangiya day million views vannapo sudappi makkal endho paranjarunnallo.ikkede trailer onnu vannottu ennu alle?ennittu bhayangara views ahnallo🤣🤣🤣,4
10378, ethu endha pulimuranta bgm okka koodi mix  pratheesha pokavoo,4
4878, ipdi oru rajini film tha expect panninom ellarum..  naanga expect pannina pazhaya rajini,3
2126,pata nahin tumhe achchhee lage ya na lage,2
8554,dislike panna peypundainga vaayila vaazhaipazham varum,3
1240,tum bina matalab ka kuchh bhee bol rahe to mein kya javaab doo,2
19224, super movie.. undayum illa oru andiyum illa,4
14416, indha cgi-ku thaan 300 cr selavu panneengala?,3
14568,so why are you awake till now,2
11720, fight scene kandupidikan peter hein vallandu bhudhimuteenu thonunu pulimurugan poleye illa,4
6367,the local newspaper is the wahpeton daily news,1
5572,punjab se to h aur kaam mumbai me krta h,2
6409,i text uhh on facebook,2
7859,oreilly became a journalist and together with fingleton he often criticised bradman,1
5803,the path of an object is a curve in three dimensional space parametrized by the time,1
11848,cherubinis music began to show more originality and daring,1
17248,saw native lords wilder,1
21594,aur aap kaha rahatee ho gaziabad mein,2
14547, eee muvie supperb aavumnnu urappullavar like hear,4
12635, illa kaaryam mugath nokki parayum... nammakaarum bakshanam kond vannu  eetil ethikanonnula... praayamaaya veetil irikanam allathe pattatha valli thoogaruth..,4
5309,mujhe hurt nahin karana tha usako,2
937, tamilrockers la paatha verithanam ah irukum pola,3
12327,army 1 to and,1
6694, kaithi vs bigil vs sangathamizhan,3
4490,as in light microscopy stains can be used to enhance contrast in transmission electron microscopy,1
22501,what were you sending,2
15603, njan nookumbol 17k views and 113k likes  ikkade pillerude power like adikk. . . . (edited because of the increasing of likes),4
17588,padam parthutu trailer parka vanthavanga like podunga,3
9638,chor jo bhee ho vo,2
1084, views hang aayenn thonnunnu kure neram aayallo 462 k aayi nikkunnu  50k indarnna like 85 k aayi,4
12850, thalaivaaa ...last la andha dance semma,3
12059, last black dress sredhichavar ivide like,4
15857, murali gopiyude dialogue vere level aanu,4
12640,other stations and cable channels have spawned imitations,1
16596, theme doom patrol le pole undallo,4
19978,bas taang tod kar baithe hain,2
9323,ladakee to aane s rahee,2
6580,yeppa kumaru ....diwlai mudinju 6 maasam aachu...innuma thuppakiya thooki suthinu irukkara ??,3
14750,the species geranium viscosissimum is considered to be protocarnivorous,1
13066, ultimate star ajith kumar thala thala thala,3
19438, innale rathri 10manikk nokiyappol 200k views ippoyathaa 2m views... trailer pwolichu... lalettan-prithvi combo  padam 150+cr nedumennurappullavar like adiii,4
10897, oru addar item koodi iyye padathill varan nde athe mikkavarum last avum arayya...... twist.......,4
13810,he is also a qualified interpreting of russian language,1
18046,the soils are typically moist fine grained and often hummockycavm,1
14197, 50 pathu pravasham kandavar adi like,4
7302,ethra kandittum mathiyakunnilla trailer. athraykku kidu . lal sir nte makeover athigambheeram.,4
8458,they often move in flocks,1
18800,are to continue rakhane ke lie kuchh to karana padega na,2
1606, vijay fansum rajini fansum onnu sentha petta bb visvasam out,3
5053,aur bol too isase rahee hai kee abhee tere ghar tapak jauga,2
2807, am chitti reloaded version 2.0 samaaaaaaaaa🤳,3
7076,is with 2001 great,1
15340,saale sab delhi vaale muthh hee maarate rahate hai,2
11741,commentary for sideshow bob roberts in the simpsons the complete sixth season dvd,1
1181,vah baat karate hai,2
22571,are you really enjoying it baby,2
10014,ke recharge karado et cetera,2
6534,mera naam abhishek hai aap,2
10277, padam vere level from thalaivar veriyan.  abirami big boss performance seme!!!,3
9171, padam partha pinnadiyum trailer semmaiya iruku,3
12864,marana mass. bigil 🤭 bigil oothiyachi,3
604,aur unase chhotee aap,2
3931,this is the initial or reference orientation of the sphere,1
13562, pandey thayoli yaar munnala voice raice pandra sanga aruthuruvom .....thala mattum thaan pesuvaaru,3
7298, rajini sir no1 not ajith sir,3
17442, yabba dei vinoth enga dhala ya vechi seirathula  nee cheeta vaye minjiruva daw 🤣🤣🤣🤣,3
20723, padam pottiyalum first day collection record urappaaaaaa........! lalettan ki jai..... rajettan kii jai......,4
12986,the westchester county airport is located in purchase,1
19966,mera toh final year hai,2
2723,luciferum ayite kurachu samyamille ee trailerinnu,4
11361,main join to as a clerk hi karungee na,2
5282,maze karane ke lie,2
22107,epo yaralaa trailer pathuttu erukinge like podunge,3
17957,adi poly mammokka marana mazz,4
13069,mis gumnam tum to softer ho rude kee jagah,2
686,the population was 271 at the united states census 2000,1
251,its okay fine i am not a gay,2
12858, ajith ku mass kammi a irka 1st trailer pa.. bt thala top,3
6381, pinnem pinnem kanuvaaa   thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,4
9899, mammooka polikum asifikka yude oru guast roll ഉണ്ട് athinum katta waiting,4
14990,hollywood level item. ikkaaa,4
11073,parbo na means nahi sakata,2
20861,some of these credentials have been questioned,1
3850," kali jattiyode janury 10ku  odapora ,",3
9688,wfs dynamic interface web notification model,1
18211,this species eats insects and berries,1
8463,oru rakshayilla pwoli ikka n ikkade dialogue vere level,4
612,aap delhi mein kaha se ho,2
8224,tum bhee batao kuchh,2
14018, ethena makkalee item ane paranal raja,4
15926,pisharadi pattichu ee chitharathil postar il mommuty ikka yude  look agane ya koduthirikkune ee tealir il agane erikku,4
7996, pink 2 looks like who thinks ????,3
225,aur oopar se koee ladakee bhee nahin,2
15570,semma mass... thala super... the last punch takkaro takkar top takkar.....,3
19393,the name means landos houses or settlement,1
2914,maravaane ka shaukbh tumhe,2
10324,dick haymes actually replaced sinatra in 1942 ,1
21467, ikka pwoli bgm oru rakshayum illa,4
12740, njan vicharicha pole alla ketto...sambhavam kidukkiyittundu,4
17243,or prep ho gae,2
11331,laadalee aur laado,2
15951,it is now owned by bob bahle and was renovated in 1977 ,1
10706,thairiyam irundha release date sollu....thalapathi padam varuthu...pathiram,3
4403, e movie  super hitt urappa,4
2700, 0:16 indha scene a pause pani paathavan laa kai thooku,3
12698, padam vere level aanu  big b ye kaalum mass aanu,4
22723, kadaram kondan is a name of mudhalam rajendran,3
21424, nega arasiyal varama irutha unga leaval vera maari iruthu irukkum,3
13329, entammooooo oru raksha illatha trailer bgmil evidekkeyo avengersinte bgm ullath poole thonnunnath enik maathram aano?🤔🤔🤔,4
6179,the music critic of the paper il tempo newspaper enrico cavalotti was satisfied,1
7001, thala i love you marana mass,3
20057, trailer record adikkunathilum ennikishtam theatreil record adikunth kaanan aanu,4
14953,adventism began as an inter denominational movement,1
19881,so where is the issue,1
20351, star cast ile n f varghese sir inne undayirunangile lalettanta kudey poliche adukiyene lucifer movieyile,4
3718,this marked a decline in the shows fortunes,1
4128,pellucidar is populated by primitive people and prehistoric creatures notably dinosaurs,1
19286, ellam avan setal concept maari iruku...,3
20402,tum ram ho kya,2
10814,the decade of the 60s saw moores population soar,1
8175,buffy is horrified and runs from the house,1
5961, watch #orevidhi #malayalam #shortfilm  -,4
5305,this was later adapted to ac circuits,1
12807,"namakku thevaiyanatha adichu vanganu,,, semma semma semma",3
14857, sunny chechi fans undel like adi,4
247,dekhata hai kohee mitil hai kinhee,2
20496,mereko laga engineering ho non joke to padhe hee honge,2
14076,station the with disney,1
6126,chaaloo hai sab kee sab,2
8397,stephens operated as an undergraduate school of columbia university,1
6691, idivett trailer . mammukka ennum njangalde swantham,4
9675,approximately 945000 people use the taxi services daily,1
22052, looks like a good remake of pink! stunning cast!,3
14963, akshay kumar role ah sivakumar rukku kuduthurukalam,3
11221,no statement of defense was submitted by kroeger,1
9141,sergeant malone arrives with a arrest warrant to arrest jim for murder,1
10723,haso mat dimaag kharaab hota hai kabhee kabar,2
13657, cinema kandittu vanna njan matrm aaano,4
21889, dislike adikkunna teams aranenn manasilaayo makkale....,4
14004, mattoru dhrishyam...  aakum..  aakattey..  athinte soochana trailer il und,4
16790,i am a medical student,2
3461,however the titles do not have official ecclesiastical standing,1
15642,the companys first games were very unsuccessful,1
1636,when is your birthday,2
21960,churikayum chuzhati oru varavund massennonnum paranjaal pora maranamass      ikkaaaa,4
7739,haan jo karatee bhee hai vo ladakee hee hote hai,2
16385,by 1968 the second generation debated selling the company as everett neared retirement,1
19233, aunty odi nadannu kanji koduppaanu pani,4
9416, idhu enga chiyaan da indha kujay kujith ooryalam odunga da angutu sema gethu chiyaan,3
15184,band hone vaala hai,2
3963,toh tum easily olympics paar join kar sakate ho,2
8826,section we had another hot darwinian debate,1
11183,aapake kya iraade hai,2
15191,rail atlas of britain 3rd edition,1
3866, international schoolil padikkunnavar dha ivide unnu amarthikke,4
17237,then so all prophet,1
11486,bas isee mein din nikal jaata hai,2
3755, enakku therinju rendu padamum blockbuster than,3
299,phir milenge yahaan par,2
6492,kounsai sai class maiin ho,2
4699, dislike adicha ella achanillathavarkkum nadu viral pranamam,4
16690,urge them to pass on their revelation,1
7991,nestboxes should be cleaned between uses,1
9421,aur deep mein aaega,2
6293, arjun sir hero level  mass,3
12599,historically there were a number of admiralty courts,1
7371, thala with yuvan shankar raja marana masss bgm therikkuthu...... ......,3
14014,was the,1
2093,saalee kismat kharaab chalarahee h,2
982, namukku thevayanath naama thaan adichu vanganam,3
15054,the land area per capita is 026 ha and the cultivated land area per capita is 0093 ha,1
1270,edited by catharine savage brosman tulane university,1
18994,remain in light was universally acclaimed by critics,1
15867,hold your horses whoever you are,2
19264, padam kand hype adich trailer kanan vannavar like adichey nokkattey,4
18251, bgm korachoode nannaakkayirunnu..fan made bgm poley.....,4
21269, ajith amma koothi   surya fan da,3
12291, thala ajith marana mass. mammootty fan,3
8148,kya study karata hai,2
11023, shankar sir we want anniyan 2,3
14307,manju chechiiiiii n lalettan back again,4
3478,speck was a poor student,1
11194,prca animal welfare booklet accessed online february 5 2008,1
16652,salary kitana milata hai,2
13696,kyoonki jyaadaatar ladake ladakiyon ke liye aise cheezo ko use karate hai,2
11200,ikka and kunjikka fans like ady,4
7151, ellarum oru tharava joora kai thattunga.,3
8166,the office of chief development officer is located in vikas bhawan roshnabad,1
2227, sirapana tharamana sambavam from superstar 🤩🤩🤩🤩🤩🤩,3
14562, thalaiku best music parter u1 matum tha avarala matum tha mudium.... u1 bgm vera level,3
5984, yarpa kaleikeye thala ye pakke vanthe thu,3
238,jeffries made no excuses at the time,1
19606,vo chicken dekh k,2
22375,fans show ku pokunavar like chy ethra per undanu nokatee,4
8399, its a hindi pink movie remake...,3
3154,since then the sisters have made occasional public appearances,1
10926,marie michigan in dafter township michigan,1
7556, neenga ieuka vara neenga matutan superstar ungala minja evanum porakamudiyathu neengata thirumba porakanum,3
2943, prayam koodumthorum actionum pulimurugan pinnil avo?,4
21764, arjun and dheol are good,3
13605,oliver kelley died in 1913 in washington dc,1
12103,he furthered his studies of the statistics of small samples,1
15135,250k likes to go.....yaralam waiting 🥰,3
17400,the no symbol is usually colored red,1
13526,mera bhee cs hai abhee mein,2
19203,phir kaam ka nahin hai ye mere,2
15122, ith 100 cr adikkumenn urappullavar like,4
11761, vineethangil adu supero super chodikanundo allea vineetheaaa,4
2051,aaj tumhaara temperature high kyon lag raha hai,2
4261,since the ensae was founded more than 5000 statisticians economists have graduated,1
13943, kola kandula irukan mavane kollama vidamatan hit like hera,3
11589, thalivar fan ha..! like pannunga,3
5242, dislikes have no roles# 66k likes mathi,4
14301, tnks fr thala mass mov ah sel panam ah ipdi oru nala scriptku act panringa. 🤗,3
2796,it also features sections of non swimming beaches,1
9771, direction rajuettan aanel standard inte glucose level high aa  speechless,4
21510,naam kya h tumhaara,2
3736,mainne jo poochha tumane naee bataaya,2
13138, oruthar mela neenga visvasam kaatrathukaaga🧐  inorthara yen neenga asingapaduthringa   thala,3
9383,chat m tum isase khada kar do,2
1127,ഒരു 1 million like kodukku mammuka ഫാൻസ് റെഡിയല്ലേ,4
4522, to 14k unlikers orutharmela viswasam kaatrathuku eathuku inoruthara asinga paduthuringa,3
14480,suicide karana kyon be,2
18355,majaak kar rahi hu,2
16535,consider the case of a zinc copper battery,1
18058,aur nahin to kya padosiyon ko leke aaungee,2
22472, vera vera vera level thala top takker,3
16040,in the last battle susan is conspicuous by her absence,1
6218,were here to send you to your god,1
1890, gvp tha erangi senji irukan,3
6510,kee ye tumhaara actual name hai,2
3059,buddha lag raha hu picture bhejoo,2
16137, all kerala sunny chechi fans adi like evide,4
4533,achchha sunie ek baat kahana tha aap se,2
