,text,lang,is_valid
21179, last a thalaivar kaala na karuppu enkiramaathiri vaararu vera leavel athu thalaivar is so handsome and great,3,0
6279,how is it then,2,0
4295,thereafter coca cola regained its leadership in the market,1,0
21150,nahin isamen bura lagane vaalee baat nahin hai,2,0
20668," padam parthu vanthu,, trailer pakreven inga oru like ah podu..",3,0
13460, thala semma cute ah alaka irukaru,3,0
10249,the church estimates that 467 of the population is roman catholiccheney,1,0
16738,haan ye to lagata hee hai,2,0
13160,aaj online nahin aaye,2,0
5563,baahar kaheen mil sakatee ho,2,0
14878, paaaaaaaaaaaaa paaaaaaaaaaaaa paaaaaaaaaaa paaaaaaaaaaa........ woooooooooooow wooooooooooow woooooooooooooow woooooooooooow woooooooooow,3,0
19623,if you have feelings give your number,2,0
9050,haan thodee sardee ho raakhee thee,2,0
9035,narrowing the definition can avoid this problem,1,0
16724, ee trailer vachaaanooo luciferinodu muttaan varunnath,4,0
3207,aa gaya hoga message,2,0
4107, athu ennavo enaku  vikram vetha maina yen nabagam varuthunu terila,3,0
3027,rajai m baithee hu,2,0
17174, sirpana sambavam irkunu ninaikren from yuvan,3,0
3115,hmmor aap kaise friend finder pe,2,0
5573, joy thakkolkaaranil ninnum oru masszz change,4,0
9178, entha chettan vilichittanu njn vannathu enna tovinoyode dialogue mass alle guys,4,0
5977,so na sonna whatsapp la message pannu,2,0
9478, ikka fans like button neela aakkeett poya mathi,4,0
16432, vijay sethupathi is back nu soldravanga vandhu kila kuthunga... likela,3,0
5947,jaakar hila phir,2,0
22250,ek aur badh jaaye to dikkat nahin hai mujhako,2,0
17233,to slalom is to zigzag between obstacles,1,0
14862,phir bhee kuchh nahin ho sakata,2,0
12859,fuddu h yr ye app,2,0
20575,italy fanta orange formulation fanta orange 175 l bottle informational label,1,0
16259,yup zaroor adakiyaan itanee der baat nahin karatee aur ladakon ko bhaav nahi deta koee yahaan,2,0
10609,usako chhoda to achchha laga,2,0
7971, ഇതിന്റെ background music kittan valla vazhiyum undo. kidilan,4,0
10918,shuger raja fance onnu virachu alle.ithokke endh varan pokunnathanu mone pooram,4,0
1846, mammooka nammale ellavarem pattikuka aan...ingerk praayam 68 onnum alla,4,0
20445,mazaak kar rahe ho,2,0
9218,we should probably do this again,1,0
4309,ap who are you,2,0
3414,this is known as open loop control,1,0
17026, chettatharam kanich... app upayogich dislike adichavarod,4,0
20069, pink la fight lam varaliyae.. aana idhala fight at 1:35,3,0
22446,kizzle what has gotten into you,1,0
14352,the sovereigns religious role differs from country to country,1,0
3193,kahaan se ho bhaee,2,0
2062, yenna aal da anda arjun das   voiceum faceum apdiye nachchunu irukke,3,0
11830, u1  fans  hit like,3,0
4494, starting to end vara pramandam than... paaaa,3,0
3725,***thaa  tamil cinima vera levela pudikka poguhtu,3,0
8912,aapaka naam kya hai,2,0
20983,for other uses see weather underground disambiguation,1,0
6819,the dates were in reverse chronological order down the page,1,0
4064, kalaparinju sheenicha karshakanu ini visramikkam,4,0
2356,are please yaar bataana yaar,2,0
1992, no comment vere level solle varthe ile namabe talaivar style 🤟,3,0
16714,appo raja inte anniyan prithviraj avide?,4,0
15017,ena da guest role la nadikuran🤣🤣🤣,3,0
22752,hahah vo bhee mil jaayaga,2,0
2481,howard w cannon and commissioned on 28 august 1964 ,1,0
12060,the three primary ones are,1,0
10113,kuchma was an amateur guitar player in his younger years,1,0
3774,but yes he was openly homosexual,1,0
18882, veri thanma ungala pakka evalo per parunga ajith annan,3,0
5180,toonerville characters as product spokesmen,1,0
4217,the first settlers arrived around 1800 ,1,0
20331, it's not looks like a ajit range of movie.,3,0
5834,the long term data for unruptured aneurysms are still being gathered,1,0
9482,you dont know me,2,0
70,the first strawberry festival was held in 1932,1,0
4739,tabiyat kharaab hai tumhaaree,2,0
5379,request bheja kya mujhe,2,0
5203,kya hoga ab,2,0
9292,of barsine mary renault states that,1,0
10619,in 1850 he was appointed supervisor of elementary schools for upper austria,1,0
8056, mamookade kore naalathe flopkalk shesham oru predeeksha ulla chithram  ith pwolikkum #haneesadeni,4,0
13364,below this room he finds the palace mausoleum,1,0
19638,nairsab last ikka and piller kettipidikkunna scene orma vannu enik...,4,0
14723, thalaivaa.....   this want we want........ idhu eppadi irukku,3,0
10158,it was all low and considered uninhabitable,1,0
10253,that same year ltcs third album go was released,1,0
22641, 199k left for 1m likes,3,0
17807, again sivaji alavukku mass  coming,3,0
9399,mein rajasthan se ludhiana job karata hu,2,0
4607,net pack khatm hone vaala hai mera,2,0
19143,malden is the greek ionian island levkas,1,0
1854,you have not done good,2,0
13880,chittiya villana taanae patrupo hero wa paatatillayae ini paapa -cuckoo,3,0
14902,that was good enough to give the americans a winning record,1,0
16159, vijay fan ba but nan dislike pannamatean  thala is back,3,0
912, angane 70 vayassulla vridhan schoolil ethiyo?,4,0
6267,film inn release... arenkilum kandavar undoo??eganund????,4,0
19796,similarly another radix can be used,1,0
3835,there is also a thriving art scene,1,0
3534,no abdication of responsible government,1,0
15340," yarulam intha trailer pakuringalo, oru like pottu pongapa... thala vera level..",3,0
22544,leads vice of what,1,0
14564,ikkauda oru mikacha movie thannayairikkum ithu urappuu ma- angam,4,0
13637, i a m a katta mammookka fan,4,0
6466,veera leval mass appeal  full supported megastar chiranjeevi fans,3,0
17763,alan was elected that november in a very competitive contest,1,0
3613,girl told you you didnt get hindi,2,0
2700, aah last superman punch undallo... gives a goosebumpz.. ith  powlikku.,4,0
9773, me vijay fan but trailer vera leval,3,0
14710,a small group returned to settle there but few remains of this period exist,1,0
10109, kaanunnathinte oppam comment vaayikkan vanna njaaan,4,0
20602, thalaivar vara laval super trailer 2.o,3,0
15411,there is not really a standard format,1,0
15074,in non technical english the word means deplored or strongly disapproved of,1,0
21998, average movie no interesting testing scene mauli copied movie,3,0
3302,oruthar mele viswasam kaderathuku innoruthare  yen assinga paduturingge.....ppppaaaaahhhhh,3,0
15420, trailer kandappo oru karym manasilayi eni mammooka fans luciferine velluvilikkilla,4,0
19914, total 29.5 views 40 hours super thalaivaaa world super star   masssssss,3,0
5490, mohanlalinte ee cinema pottiyaal njan ellarkkum 1crore rupees kodukkum.................. kodikkendivarilla ennnaram...... because its mohanlal,4,0
10779, id thakarkum  kure idavelak shesham  mammooka vs lalettan (mammoka fan),4,0
10269, padam kandu kollaam pakshe chila idangalil lag und ennu eniku thoni,4,0
20877,nagarpalika ko bulaana padega,2,0
8942,interview to ian gillan and ian paice from wwwdeep purplenet,1,0
7123, polichu  pakka oru telugu thriller movie pole und.. enthayalum lucifer theater polichadukkam...,4,0
21050, prachitehlan uffff.......................songil kandu kaliyakkiyavarkokke yulla marupadiyayirikkunnu ee trailer,4,0
10736, kandappo  oru  kuliru  keri  mone🤗.  ningalkkum  vannengil  like  here,4,0
9274, polichu laletta lalettan fans like adikko,4,0
10662, entamooo  veendum veendum kanan thonanuuuu,4,0
5257, ente ponne iger pilichadukku lle,4,0
6508,toh bas brilliant toh too bhee h phir,2,0
2346,the first settlers were huguenots from france,1,0
6751,sab achchha hee hoga,2,0
5405,jab leave loonga tab mil lenge,2,0
6031," nee free aa ticket kodutha kuda na viswasam dha povan., thiruku thakida",3,0
8428,does not exist although the limit,1,0
4075, kola.. mass thalaivaa... marana waiting ......,3,0
19155, slang was well spoken perfect kolam potutu iruntha payalukagaluku epdi ivlo thairiyama????,3,0
4054,lucifer edited video kaanaan ente channel nokku,4,0
21215, mamukayude bramanda thandavam njan kande.... adipoli,4,0
1503,yaar yahaan bas natalho raha h,2,0
17049,there are a few unincorporated area and historic locales,1,0
431,jo bataaya pahale vo pata nahin,2,0
11679,koee milee hee nahin kaatane vaalee,2,0
599,joke kar rahee ho,2,0
13930,its county seat is athens tennessee,1,0
10787, laletta nalla cinemaye language loode illathakkalle njangalkku sada language mathi,4,0
4260,the voice over line became the title of mathers 1998 memoirs,1,0
3669, sunny chechi fans like adi,4,0
9832, all time super star in india cinema,3,0
6296,this series  has inspired the fox tv series past life,1,0
4084,"yen thalaivar padathukku views ellam kammiya irukku, shankar sir flim",3,0
6814,such totems awarded for proliferation by women,1,0
20520,each court deals with a different aspect of atonement,1,0
20700,vaise tum smart ho,2,0
6570, padam semma super  thanks thala,3,0
22359,numerous villages and areas were permanently abandoned,1,0
3440, vera level thala  u r rock,3,0
19214, suriya vs chiyaan vikram  kaapaan vs kadaram kondan  vikram fan's hit like here  suriya fan's reply me,3,0
5558,optional was or,1,0
1715,achhi hai kee gandee,2,0
10510, ada paavigala pay  panni treading no 2 kondu vantega .....,3,0
20655,yaar phir jaanate ho job kee talaash,2,0
18161, kfc chicken vekkaan kayariyappol,4,0
17765, ultimate scene at 0.55 second ... agree?,3,0
8574,panangad karu und engil like adikuuu,4,0
18719, promising trailer... lalettaaaa rajiettaaaaa പൊളിച്ചടുക്കി,4,0
16487, padam kand trailer kanuvan vannvar undo..poli film,4,0
5567, oru mass padam....... congrats murali gopi and prithviraj.... you guys didn’t disappoint us.,4,0
13327,some early protestants venerated and honored mary,1,0
12568,mein chaaloo hua to tera har ekak chhed band karadoonga,2,0
1051,pasand nahin aaya to tum aao ek baar change kar loonga,2,0
18148,din mein jyada disturb nahin karnaa aapko,2,0
2298, padam kandu vannavare adi like,4,0
7069,han is baar kaunasa randwa aaya hai,2,0
8929,va thala va thala vera mathiri iruku epadi vera mathiri,3,0
9984,rugged of filmmaker fear,1,0
7684,some suggestions for minimizing the effects include,1,0
8658, yar yar laam entha trailer ah pathona hans zimmer music keta mari eruku nu nanchega,3,0
894,commercial vehicles are prohibited from entering new york city via the holland tunnel,1,0
7179,gand mari ke bhadwe,2,0
18844,kasaba+ idi+ siruthai  കണ്ട പോലെ !!,4,0
17798, ajith sir act like amitabh in pink,3,0
4505, paaa evaruku vaasya agala daa paviii,3,0
1144,evalo underrated aanaalum en favourate always karthi daa,3,0
5336, raja 100 core kadakum ennu urappulavarke like adiche polikanulla button... ikka,4,0
21214,basic infromation to hai hee ab tumako,2,0
18977,a dvd of the concert was issued,1,0
20432, nenjinakath lalettan nenjuvirich kond parayum numma oru lalettan fan anenn _______________katta waiting,4,0
13482, ee onam ettante pillerk ullatha ettante kude ee aniyan marrum kanumenn parajekk,4,0
14079,may be koee friedndship vagaira ho jara,2,0
14445, ithu vere level trailer aanu mone....,4,0
6586,negative publicity from the attempted assassination resulted in the collapse of the strikekrause,1,0
14822,mere ko bhee aisa hee hoga kya paseena jo hota hai,2,0
13502, comments vayichppo oru karyam manasilayi.... ethu njagade lalettan ann,4,0
5212,for more information see problem of apollonius,1,0
5487,i am waiting for.................... tovino kalki trailer tovino fans like here,4,0
14036, lalettan kidu maazz .... .... super.......,4,0
19236, oru 10 thavana kandu,4,0
2747,this situation has been changing in some areas however,1,0
5594, ravile thane views likes ethra ayyi enn nokan vanavar adi like evide,4,0
6724,bolane mein kya jara,2,0
6022,after many hardships they reach mount doom,1,0
4384,the town was rebuilt on higher ground,1,0
11489, fathers day special paarungu.. awareness share pannungu,3,0
11079,sweet sappida poren  waiting thalaivaa,3,0
4241,than money viewing graham,1,0
12953,pahale mainne poochha hai,2,0
16023,how are you dear,2,0
16917, ente entra kali kandittullavananu nii,4,0
13143,common entrance test is for state affiliated government college i guess,2,0
14558, avasanthe thalaivaa vili pinne aah fight hywaaahh polichadukki,4,0
5467, ikka guest rolla njn kandu film,4,0
19752, uff uff uff ijjadi ikaaaaaaaaaaaaa ponnikkkaaaaaaaa,4,0
653, lalettan fans kar okke evadeeee....   best wishes mammookka,4,0
12183, ajith fans a iruntha like pannunga,3,0
15365," trailer'eh oru mairu logic illama irukke, padam yenna kevala pundaya irukka potho 🤣🤣",3,0
9793, onne parayanollu eee prayathil eemathiri role athu mamookakkalathe arkuu pattum,4,0
22066, tickets edukkan chaver akendi varoonna thonnunne,4,0
4528,mushkil se doteen hee hongee,2,0
10281,ladakee nahin mil rahee,2,0
9527,scotland a was replaced by newcomers georgia,1,0
8965, thalaa mass daww.. movie therikapoguthuuuu by dhanush anna fan daw.. i'm vinoth,3,0
16955, ഇക്ക മാസ്സല്ല മരണമാസ്സാ ...   abrahaminte santhathikal kidu status video     max,4,0
9920,cities nibelungen members,1,0
10010,mubaarak ho apan ko baat karate poore do ghante ho gae,2,0
20692," trailer vera level, especially bgm , ipovachum othukonga veeram, vivegam ellam kuppa padam nu",3,0
11233,phir khud gaayab,2,0
4852,tumhaare behavior k lie 1010,2,0
1633, ithu kandattuu peruchazhy ormavarunnu... athupolle avathirunna mathiiiyeee,4,0
3470, pulimurukente director,4,0
460, peeta parakkk thalivarr marana massss trailer  kolle ghandle irrke rajini ... daaaa.....,3,0
1133, awesome,4,0
7388, yuvan summave music therikkaviduvapale thalaikku sollava venum vera level,3,0
8331,she became an american citizen in april 1943 ,1,0
13413,the prisoners made manzanar more livable through recreation,1,0
8125,pink # amitab bachhan but ajit sir is gr8,3,0
10165, get... ready..sk. force.. part 2. part 3. varavaipomaaaaaa...,3,0
11450," on jan 10 ,superstar reply to dislikers will be  like video from 1:42 to 1:48. petta paraak",3,0
2408, andha last dance   edhu panalun style a irku,3,0
18621, mammukka yee ishatam ullavar undeggil oru like adichu,4,0
10033,phenomenon dies indian antihistamines,1,0
17136,it also included a three year truce,1,0
453, njan laletten fananu ...  pakshe trailer kandu romam enittu nikkinnu,4,0
15799, his look like so manly சியான் again,3,0
15915,is also of career,1,0
938,in kazakhstan a prisoner can appeal for parole or pardon after 25 years,1,0
17682, that dialogue at 1:03 ..... goosebumbsss.... laleettaaaaaa,4,0
4920, coppy ful best actor polinhju kuthupala edukkum,4,0
5629,thalaaa !!!!!!.....yuvan poramboku ena da bgm potu vechirka,3,0
5281,apu 2 was still available for use in landing,1,0
14254,kidukki powlichu oru rekshayamilla onnum parayanilla,4,0
20050,jab free honge tab baja lenge,2,0
12015, sare  mla riyas nte frndaa aano enkil frndshipdayku oru cake medichu koduku..🤣,4,0
18005,katta  ettan fans cant scroll without liking and subscribing this post  and me,4,0
13848,vera level  podura vediya,3,0
10697,ye sometime ka kya phanda hai,2,0
18627,his station head returned,1,0
3552,strummer was also godfather to singer lily allen,1,0
8136, aaadai film orma vannavar ivide camon,4,0
16864, bahubaliyumayi kattakk nikkan pattiya padam. mammmookka u are still young,4,0
1026, dislike adichavanokkkae onnu poi potty karanjukoodae...,4,0
165,what are we waiting for,1,0
16944, semma semma semma trailer va thaliava va super star come back,3,0
19674, i feel like traveling in 2030,3,0
20678, meet the new editor of modern tales,1,0
22193,message request mein check karana,2,0
7508,in early episodes the twins are often seen with victoria,1,0
14413, kuru potti olikknna 1k poojappura fans🤣🤣🤣,4,0
15902,kahi ladaka na nikal jaaye,2,0
15595,dhanush - vettri maran sollava venum mass tha,3,0
10939,comments on the victory jig  here,1,0
14285, kanditt...climax pulimurugan effect pole anenn thonunn...kuttam parnaje alla friends...daddy girija und..pinne aa shots ellam pulimurugan trailerilum und..,4,0
18716,chelsea green publishing company 2002,1,0
488,andar legee to maje ke saath aur bhee aaega,2,0
19968,to normal hue to insaan,2,0
3547, mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku ella industrikaleyum vettichu nammade malayalam industriye unnatangalil ethikanam,4,0
13414,a typical embalming takes several hours to complete,1,0
9005, 0.48 to 1.00 bgm vera level,3,0
5053,vahee to kar raha hoon subah se,2,0
18332, omg  sankar ji muv ku marana waiting,3,0
9279,to vaise bhee kya hoga,2,0
20701,all party parliamentary group for debt aid  trade,1,0
6275,ek movie meko hadd pasand hai,2,0
12395, thala always mass luv u thala,3,0
18062,these repeated derivatives are called higher order derivatives,1,0
700, dislike alla lappantta makkalum anta nadu veral നമസ്കാരം,4,0
18508,koee nahin too bhee kar lena post graduation,2,0
3347,kahaan se ho tum,2,0
4937, finale dialogue ella fans kum porundhum,3,0
10593,vyshaketta... oru prayam aya manushyane vacha ningal troy model idi cheyikunne... ningalode angeru chodikum... just kidding.. item mass,4,0
18736, pritviraj ellareyum kondu english parayippichu. bhayangaram thanne.,4,0
7245,ye message aaya mereko,2,0
15032,kuchh dirty kar rai hu,2,0
9335, applause from an ettan fan... mammukka katta swag,4,0
16705, kerala  vikram fans  like,3,0
21016, enth kondum madura rajayekal 100 madangu masss,4,0
20994, 10 - 30 kollathe charithram ariyaan aayi..  katta waiting cheyyunavar ..... keri... like adikkada makkale.......,4,0
1963,iskcon has krishna temple in buenos aires,1,0
3152,bura maan gae jaldee,2,0
5036,which noted also very,1,0
8180,phir ab tere pahale ek chhupee,2,0
11508, superstar of mass class rajinikanth... #2point0 indian cinema pride and shankar and arr make india big....,3,0
13293, oh enna kondu vayya i am katta waiting,4,0
10318,there is everything,2,0
12665,kaithi dan diwali winner nu solravanga like ah like podunga,3,0
22364,islam also accords a special name for those types of people,1,0
19323,guru too phir se,2,0
10423,ladakon mein interest hai kya,2,0
20247, edile chela police ne evideyo kandapole   vijayan sarkare anno,4,0
13107,edge of darkness continues to be well regarded to this day,1,0
2211,nice punjabi aatee hai aapako,2,0
15092, 1 st day kazinju theatre bakki undayal mathiyayirunnu...lalettan,4,0
16013,but kahaan se ho,2,0
5411, endaa 41k dislikes? semma trailer ! -telugu fans,3,0
18808,in english it calls itself nakano city,1,0
22651, oruthar mela neenga viswasam katrathukaga innoruthara yan asingapaduthuringa   love you thalaaaa,3,0
18335,itane late karana hai reply uh ne to main ja raha hoon,2,0
8434,the attempt failed and the eij was expelled from sudan,1,0
9492,nadi thalaiva .aana arasiyal venam thalaiva,3,0
4068,you message me okay,2,0
2184,the majority of the people in the middle ages were peasants,1,0
6910, enaku mattum than lingaa maari ithu agidumo nu thonutha,3,0
2509, anna veera maassu maranooo love you thalaiva,3,0
3622,kidu kidilan trailor. lalettan rocks  l rocks...,4,0
14271, manju mam super performance love you,3,0
9243, i think villadhi villain uh iruka poraru... marana mass... thalaivaaa...,3,0
19348,badhiya h maje lo goa mein,2,0
5011,vais e maze to aate peetane mein,2,0
12742, sirapana tharamana sambavam from superstar 🤩🤩🤩🤩🤩🤩,3,0
12507, ithupoloru kidukachi trailer njan vere kandittilla,4,0
16897, clg la irundhu idha pakkuravan mattum like here,3,0
18633,in polders this mainly involves regulating the water level,1,0
11896,hanging may be both voluntary and involuntary,1,0
20961, daily 10 times ku mela paakuravanga  ...padam vara varikum pakuravanga ....like podunga,3,0
4503,not long did he hold it,1,0
17028,evanda nika porathu thalaivar munadi epo vanga da papom thalaivar 🤘🤘,3,0
8417,facebook par add tha ek,2,0
21469, idhaanda thala......🤩🤩 kadaisiya ennai arindhal la parthathu...,3,0
20234,veendum veendum triler kannunavar like adik evide,4,0
11030,so what is your job all about,2,0
5137, vetri maran dhaush legendry combo.. padipa matum namba kita irnthu edthukave mudiyathu .. true,3,0
19788,aakhir boring lecture kaun sune ga,2,0
15535,tujhe pata chale iseelie likha tha,2,0
18188, bb sure... katta ikka fan.. fdfs locked,4,0
19697, vera level sirappana sambavam erukku pongaluku!!!!,3,0
7216,content weight ah ilamaa thala choose panniruka mataru,3,0
14118, christiansinte idayil oru pere ullu lucifer,4,0
22122," arthashastram unga vazhy,  dharmashastram enn vazhy",3,0
6229,dimaag kharaab ho jaata h,2,0
3955,worldrunners basic actions consist of jumping and firing missiles,1,0
22020, heavy waiting,4,0
15478, enna da idhu thala pani karadi madhiri iruku ?,3,0
6249, lalettan fans like adiche .......lalettan ki.......mmmmaaaa,4,0
9929,mere lie kyon achchha h,2,0
170,tumhaare saath share bhee nahin kar sakata as a message,2,0
12292,isaka name business chat rakhana chaahie,2,0
15866,adipoli ikka... kolakolliaittam nnparanjappo ethrapradeekshichilla sooooper,4,0
2098,academic press makes free use of proper classes,1,0
9934, mammmokhaaa 69 vayyas ayye annetum look entaa ponooo,4,0
16237, adutha 100 cr ennurapullavar adik mone like,4,0
8593,cultural festivals are frequently depicted in anime and manga,1,0
18784, hindi dubbed main kab aayega trailer,3,0
1917,after the war she toured the united states,1,0
6320, kola kandle irukke padathe pakkame irukka mudiyathu. trailor superrr,3,0
325, dislike panra dog ellam yaru ?? any guess?!,3,0
1923, enna achchi sakar sir no good,3,0
17356,he was played by rowan atkinson,1,0
1140, ennada ajith fans. comments lam periya level la ilayae viswasam madhiri ...bulb vangunungala🤣🤣🤣🤣,3,0
1825,she was a setter n high school,1,0
4716,image of sling from the tomb of tutankhamen,1,0
12163,pritvimonum lalettanum pwolichutto. character selection superb. cinema superhitayi vijayikatte en nu njan prakthikum,4,0
22686, unnni mukundante padamenn paranj arenkilum vanno makkale,4,0
21280,pune nice bahut door se ho yar,2,0
3610,iyyyo bro sister 100time pardhen marana mass,3,0
3957, adi poli ini relees aayal mathi,4,0
13664,i am vj fan but i like it music,3,0
315,poems two to,1,0
16562,during world war ii moruya aerodrome was used as an advanced operational base,1,0
12201, h vinoth  macha u athukkum mele,3,0
19253, myru padam. kaanendaayirunnu. ookkaanam vannittu vayya.,4,0
1426,ye number tera hee h,2,0
4714,in the 1780s he made two travels to france,1,0
14333,vulgate for office the,1,0
19635,dislike adikunna mammunikale,4,0
11972, sk anna vera level come back,3,0
10735, 0.36 sec intha scene padathula iruka mari ilaye,3,0
4901,fourth order autonomous equation at eqworld,1,0
5325,gussa jaldee aata hai kya tumhe,2,0
14440,77 of the population are considered ivoirians,1,0
13967,in november 1962 john f kennedy visited key west a month after the resolution of the cuban missile crisis,1,0
22609, muttamariyans mammunni myra raja team omkv,4,0
16647,chiyaan vikram in last dialogue in enna paththi innum konjam therunjooooo mass dialogue,3,0
116,prolonged negotiations were carried on mainly by gilbert,1,0
10567, chiyaan vikram sir vera 11,3,0
6851, mohan lal alla odiyan  ennariyavunna eathra pear und?,4,0
15567,itana kahaan busy ho,2,0
16824, thakarthutto...  onnalla orupaadu kaaranangalaa...  ith thakarkkum...,4,0
19778, kumbalangi nights ile penkutti allee ith,4,0
10612,is dead tend leaf,1,0
22016,type karane aalaas aata h bas,2,0
7694,the series aired for twelve seasons from 1984 to 1996 on the cbs network,1,0
4769,can’t wait mamooka.mammoty fans adi like,4,0
4286, nerkonda paarvai vijay version  parunka my chanale,3,0
10112, sema last line than marama masss,3,0
21026, mass ne eru pereyulloo athane ikka,4,0
17718, nte ponnikkaaa inghal enthinilla porappadilaaa nte ammooo poli,4,0
18220, vijay -vera vera vera vetakaran taan da venumm ajith- nerya nerya nerya nerya ....nerya,3,0
10473, thala fan nu sollum pothu perumaiya irukku,3,0
22116, rombha naalu ku apparam oru super aana ajith movie paakaporom  good trailer,3,0
7277,in that,1,0
12539,i am studying in twelfth standard,2,0
9413, kalakkan movie..... fight & background music... okke vera level......,4,0
16164,katta waiting : a lalettan fan 🤩,4,0
4204, rajayum pillerum stronga fourble strong waiting madhuraraja,4,0
22730,their first album the hurting was released in march 1983 ,1,0
22000, valimai varatum  enge attam adule paapingge,3,0
3828,commentary for sideshow bob roberts in the simpsons the complete sixth season dvd,1,0
1279,while attending solihull school he began a lifelong friendship with richard jago,1,0
11980,and editor,1,0
14956,structural failures occur in two general modes static failure and fatigue failure,1,0
9547,are tumane mujhe messenger par message bheja tha,2,0
5360, teaser onnum avlo grace illaye  paapom movie epdi irukuthu,3,0
2253,name ko leke majaak nahin,2,0
9096,nasik doll tiltle bgm aane highlight,4,0
20341,unfortunately this species belongs to the close knit hierofalcon complex,1,0
17303,these never saw widespread success,1,0
3602,this hotel serves as a bar hotel post office and restaurant,1,0
21272, keralathil kingum devilum godum ellam ettananu ..this is mohanlalwood,4,0
8561,nai maaloom nai hoi raha,2,0
3086,national gallery of canada canadian  aboriginal art,1,0
5870,former skandia ceo lars eric petersson files appeal of district court ruling newstex june 13 2006,1,0
5132,and na hee tumhe teen saal chhota kar sakata hoon,2,0
17241,mein apane doston se to mil nahin paatee,2,0
1649, fdfs.. trailer kandu ithu vareyum njanithu paranjittilla..🤩🤩,4,0
10730,unbelievable trailer paatha 75 per cent people ku mela like panni irukkaanga ... dir . lokesh sir,3,0
7676, dis is hindi movie pink remake,3,0
5406, thugs of hindhustan film aahn marakar enn paranj kanikkunnath,4,0
13656, viswasam than mass pongada dei,3,0
20930,njan oru laletan fan anu but ee movie namude abimaanamaanu enthayalum mega hit avan prarythikkunnu,4,0
11536, karthik supuraj en sunniku samam da thalaiku mela mayeru thanda iukku athu than sotta rajini,3,0
22354,failure programme only and,1,0
10194, mammokka fans like here...... fansinte power nokatte,4,0
8057,ambooo pwoli oru rekshem illa lalettaaa poliiii,4,0
10845, super pa... thalapadhy rasigar saarba vaalthukal,3,0
12087,paagal banaane vaalee cheej hai bas poochhate rahe are you a boy or a girl,2,0
6493,dhanush thalaivarrrr veraaaa level asuran waiting for theee scrennn thalaivaaaaaaa    dhanush veriyan daaaa naaaa,3,0
14585,haan jo karatee bhee hai vo ladakee hee hote hai,2,0
19866,bure vaqt m bhee to kaam aata h,2,0
5757, unlike basters    all,3,0
21948,this encourages customers to keep them for souvenirs at a profit to the casino,1,0
11357, yarellam krish and batman'a indha trailerla pathinga...hit like,3,0
61,chal nikal bachcha hai too,2,0
22145, bigil will hit likes of 1.7m likes to 2m likes,3,0
20342,na too tera baap jo main hoon,2,0
18533,the story begins on november 9 1988 in chicago illinois,1,0
15557,boy or girl,2,0
591," last le malay dialog, you kena tunggu lebih lama lagi, untuk tahu saya",3,0
6906, l.. prithviraj  lalettanilude oru adaar item thanne kond vanno...,4,0
17929,public not were far,1,0
2001,trailor kandaal thanne ariyaam padam thamarthum,4,0
5199, watha verithanam karthi  bigil kuppai enna aaga pogutho,3,0
8987,mein amritsar se hoon,2,0
2671,kuchh nahin bas aise hee,2,0
10985,in 2001 he moved to fassa bortolo under the guidance of sporting director giancarlo ferretti,1,0
12307, madhuraraja and lucifer randum 100cr club urrapayi,4,0
15293,sahee kahata hai bhaee,2,0
17410,from where you belongs,2,0
9631,ye bhool gae to kaam kaise karoge,2,0
4817,the royal gibraltar regiment 1rggi,1,0
9829,among the famous farms of nodaway county,1,0
3501,visuals serial pidikunna camera polundu. make up oke ittu ellarum,4,0
721, lucifer        polichu poli,4,0
10308,1 week kayinjal edenkilum channelil kanam,4,0
15764, gimitt fans like adi guhan... fans karayu... gee gee,4,0
5502,some of these credentials have been questioned,1,0
5503,mein isalie pahale se kah raha tha dont leave,2,0
12067, semma mass .....thalaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa the mass..... ultimate star...,3,0
19334,bahot thakee huee jee,2,0
3856,kamal sir nenga vikrama vaithu marma yogi movie pannunga sir superrrrrrra irukkum.,3,0
2992,lucifer thannee sheenam maarillaa aduthu kootheraaaaa thaaa,4,0
0,of to fantasy his,1,0
22338, trailer hey pakka verithanama iruku padam epudi iruka pothey intha deepavali kaithi deepavali than,3,0
4033,notably this episode contains no supernatural elements,1,0
19590,tujhe dekhana hai ya yahee bakchodi karana hai,2,0
21683,  used by marketers to imply the best,1,0
636, nallaa thala thala nu irukaru ajith..,3,0
9411, ajith kumar mutta punda nadippin nayakan tha king,3,0
4340,thus this is a doubly improper integral,1,0
2900, bigil left la poh ! kaappaan right la poh !,3,0
9439,engineering line mein struggle bahut hai yaar,2,0
7438, enne pole 50praavisham kandavurundagill adi like,4,0
17923, vannu vannu avan vannuikka love yuu,4,0
1646, itha kadhai nu trailer eh solita mathri iruku,3,0
11296, sunny chechi en kanan matharam trailer kandavar like aadikeee.,4,0
283,full name kya hai aapaka,2,0
8193,dislike adicha makkale.... nighakkula vadem chaye pinne tharaatta,4,0
22166, intha trailer ku realtime likes ku link kudunga....! #thala,3,0
21679,aap kahaan se ho,2,0
3606, go to 500 crore success .........................,3,0
979, adipoli trailer . waiting madura raja,4,0
16804,peel castle has been proposed as a possible location of the arthurian avalon,1,0
1804,main jyaada achchhee nahin size mera thirty two thirty four thirty eight h,2,0
21932,this was relatively easy to engineer,1,0
