,text,lang
8428,does not exist although the limit,1
4075, kola.. mass thalaivaa... marana waiting ......,3
19155, slang was well spoken perfect kolam potutu iruntha payalukagaluku epdi ivlo thairiyama????,3
4054,lucifer edited video kaanaan ente channel nokku,4
21215, mamukayude bramanda thandavam njan kande.... adipoli,4
1503,yaar yahaan bas natalho raha h,2
17049,there are a few unincorporated area and historic locales,1
431,jo bataaya pahale vo pata nahin,2
11679,koee milee hee nahin kaatane vaalee,2
599,joke kar rahee ho,2
13930,its county seat is athens tennessee,1
10787, laletta nalla cinemaye language loode illathakkalle njangalkku sada language mathi,4
4260,the voice over line became the title of mathers 1998 memoirs,1
3669, sunny chechi fans like adi,4
9832, all time super star in india cinema,3
6296,this series  has inspired the fox tv series past life,1
4084,"yen thalaivar padathukku views ellam kammiya irukku, shankar sir flim",3
6814,such totems awarded for proliferation by women,1
20520,each court deals with a different aspect of atonement,1
20700,vaise tum smart ho,2
6570, padam semma super  thanks thala,3
22359,numerous villages and areas were permanently abandoned,1
3440, vera level thala  u r rock,3
19214, suriya vs chiyaan vikram  kaapaan vs kadaram kondan  vikram fan's hit like here  suriya fan's reply me,3
5558,optional was or,1
1715,achhi hai kee gandee,2
10510, ada paavigala pay  panni treading no 2 kondu vantega .....,3
20655,yaar phir jaanate ho job kee talaash,2
18161, kfc chicken vekkaan kayariyappol,4
17765, ultimate scene at 0.55 second ... agree?,3
8574,panangad karu und engil like adikuuu,4
18719, promising trailer... lalettaaaa rajiettaaaaa പൊളിച്ചടുക്കി,4
16487, padam kand trailer kanuvan vannvar undo..poli film,4
5567, oru mass padam....... congrats murali gopi and prithviraj.... you guys didn’t disappoint us.,4
13327,some early protestants venerated and honored mary,1
12568,mein chaaloo hua to tera har ekak chhed band karadoonga,2
1051,pasand nahin aaya to tum aao ek baar change kar loonga,2
18148,din mein jyada disturb nahin karnaa aapko,2
2298, padam kandu vannavare adi like,4
7069,han is baar kaunasa randwa aaya hai,2
8929,va thala va thala vera mathiri iruku epadi vera mathiri,3
9984,rugged of filmmaker fear,1
7684,some suggestions for minimizing the effects include,1
8658, yar yar laam entha trailer ah pathona hans zimmer music keta mari eruku nu nanchega,3
894,commercial vehicles are prohibited from entering new york city via the holland tunnel,1
7179,gand mari ke bhadwe,2
18844,kasaba+ idi+ siruthai  കണ്ട പോലെ !!,4
17798, ajith sir act like amitabh in pink,3
4505, paaa evaruku vaasya agala daa paviii,3
1144,evalo underrated aanaalum en favourate always karthi daa,3
5336, raja 100 core kadakum ennu urappulavarke like adiche polikanulla button... ikka,4
21214,basic infromation to hai hee ab tumako,2
18977,a dvd of the concert was issued,1
20432, nenjinakath lalettan nenjuvirich kond parayum numma oru lalettan fan anenn _______________katta waiting,4
13482, ee onam ettante pillerk ullatha ettante kude ee aniyan marrum kanumenn parajekk,4
14079,may be koee friedndship vagaira ho jara,2
14445, ithu vere level trailer aanu mone....,4
6586,negative publicity from the attempted assassination resulted in the collapse of the strikekrause,1
14822,mere ko bhee aisa hee hoga kya paseena jo hota hai,2
13502, comments vayichppo oru karyam manasilayi.... ethu njagade lalettan ann,4
5212,for more information see problem of apollonius,1
5487,i am waiting for.................... tovino kalki trailer tovino fans like here,4
14036, lalettan kidu maazz .... .... super.......,4
19236, oru 10 thavana kandu,4
2747,this situation has been changing in some areas however,1
5594, ravile thane views likes ethra ayyi enn nokan vanavar adi like evide,4
6724,bolane mein kya jara,2
6022,after many hardships they reach mount doom,1
4384,the town was rebuilt on higher ground,1
11489, fathers day special paarungu.. awareness share pannungu,3
11079,sweet sappida poren  waiting thalaivaa,3
4241,than money viewing graham,1
12953,pahale mainne poochha hai,2
16023,how are you dear,2
16917, ente entra kali kandittullavananu nii,4
13143,common entrance test is for state affiliated government college i guess,2
14558, avasanthe thalaivaa vili pinne aah fight hywaaahh polichadukki,4
5467, ikka guest rolla njn kandu film,4
19752, uff uff uff ijjadi ikaaaaaaaaaaaaa ponnikkkaaaaaaaa,4
653, lalettan fans kar okke evadeeee....   best wishes mammookka,4
12183, ajith fans a iruntha like pannunga,3
15365," trailer'eh oru mairu logic illama irukke, padam yenna kevala pundaya irukka potho 🤣🤣",3
9793, onne parayanollu eee prayathil eemathiri role athu mamookakkalathe arkuu pattum,4
22066, tickets edukkan chaver akendi varoonna thonnunne,4
4528,mushkil se doteen hee hongee,2
10281,ladakee nahin mil rahee,2
9527,scotland a was replaced by newcomers georgia,1
8965, thalaa mass daww.. movie therikapoguthuuuu by dhanush anna fan daw.. i'm vinoth,3
16955, ഇക്ക മാസ്സല്ല മരണമാസ്സാ ...   abrahaminte santhathikal kidu status video     max,4
9920,cities nibelungen members,1
10010,mubaarak ho apan ko baat karate poore do ghante ho gae,2
20692," trailer vera level, especially bgm , ipovachum othukonga veeram, vivegam ellam kuppa padam nu",3
11233,phir khud gaayab,2
4852,tumhaare behavior k lie 1010,2
1633, ithu kandattuu peruchazhy ormavarunnu... athupolle avathirunna mathiiiyeee,4
3470, pulimurukente director,4
460, peeta parakkk thalivarr marana massss trailer  kolle ghandle irrke rajini ... daaaa.....,3
1133, awesome,4
7388, yuvan summave music therikkaviduvapale thalaikku sollava venum vera level,3
8331,she became an american citizen in april 1943 ,1
13413,the prisoners made manzanar more livable through recreation,1
8125,pink # amitab bachhan but ajit sir is gr8,3
10165, get... ready..sk. force.. part 2. part 3. varavaipomaaaaaa...,3
11450," on jan 10 ,superstar reply to dislikers will be  like video from 1:42 to 1:48. petta paraak",3
2408, andha last dance   edhu panalun style a irku,3
18621, mammukka yee ishatam ullavar undeggil oru like adichu,4
10033,phenomenon dies indian antihistamines,1
17136,it also included a three year truce,1
453, njan laletten fananu ...  pakshe trailer kandu romam enittu nikkinnu,4
15799, his look like so manly சியான் again,3
15915,is also of career,1
938,in kazakhstan a prisoner can appeal for parole or pardon after 25 years,1
17682, that dialogue at 1:03 ..... goosebumbsss.... laleettaaaaaa,4
4920, coppy ful best actor polinhju kuthupala edukkum,4
5629,thalaaa !!!!!!.....yuvan poramboku ena da bgm potu vechirka,3
5281,apu 2 was still available for use in landing,1
14254,kidukki powlichu oru rekshayamilla onnum parayanilla,4
20050,jab free honge tab baja lenge,2
12015, sare  mla riyas nte frndaa aano enkil frndshipdayku oru cake medichu koduku..🤣,4
18005,katta  ettan fans cant scroll without liking and subscribing this post  and me,4
13848,vera level  podura vediya,3
10697,ye sometime ka kya phanda hai,2
18627,his station head returned,1
3552,strummer was also godfather to singer lily allen,1
8136, aaadai film orma vannavar ivide camon,4
16864, bahubaliyumayi kattakk nikkan pattiya padam. mammmookka u are still young,4
1026, dislike adichavanokkkae onnu poi potty karanjukoodae...,4
165,what are we waiting for,1
16944, semma semma semma trailer va thaliava va super star come back,3
19674, i feel like traveling in 2030,3
20678, meet the new editor of modern tales,1
22193,message request mein check karana,2
7508,in early episodes the twins are often seen with victoria,1
14413, kuru potti olikknna 1k poojappura fans🤣🤣🤣,4
15902,kahi ladaka na nikal jaaye,2
15595,dhanush - vettri maran sollava venum mass tha,3
10939,comments on the victory jig  here,1
14285, kanditt...climax pulimurugan effect pole anenn thonunn...kuttam parnaje alla friends...daddy girija und..pinne aa shots ellam pulimurugan trailerilum und..,4
18716,chelsea green publishing company 2002,1
488,andar legee to maje ke saath aur bhee aaega,2
19968,to normal hue to insaan,2
3547, mamookayude padamaayalum lalettan te padamaanenkilum itoru malayalam padamaanu athorkanam nammaku ella industrikaleyum vettichu nammade malayalam industriye unnatangalil ethikanam,4
13414,a typical embalming takes several hours to complete,1
9005, 0.48 to 1.00 bgm vera level,3
5053,vahee to kar raha hoon subah se,2
18332, omg  sankar ji muv ku marana waiting,3
9279,to vaise bhee kya hoga,2
20701,all party parliamentary group for debt aid  trade,1
6275,ek movie meko hadd pasand hai,2
12395, thala always mass luv u thala,3
18062,these repeated derivatives are called higher order derivatives,1
700, dislike alla lappantta makkalum anta nadu veral നമസ്കാരം,4
18508,koee nahin too bhee kar lena post graduation,2
3347,kahaan se ho tum,2
4937, finale dialogue ella fans kum porundhum,3
10593,vyshaketta... oru prayam aya manushyane vacha ningal troy model idi cheyikunne... ningalode angeru chodikum... just kidding.. item mass,4
18736, pritviraj ellareyum kondu english parayippichu. bhayangaram thanne.,4
7245,ye message aaya mereko,2
15032,kuchh dirty kar rai hu,2
9335, applause from an ettan fan... mammukka katta swag,4
16705, kerala  vikram fans  like,3
21016, enth kondum madura rajayekal 100 madangu masss,4
20994, 10 - 30 kollathe charithram ariyaan aayi..  katta waiting cheyyunavar ..... keri... like adikkada makkale.......,4
1963,iskcon has krishna temple in buenos aires,1
3152,bura maan gae jaldee,2
5036,which noted also very,1
8180,phir ab tere pahale ek chhupee,2
11508, superstar of mass class rajinikanth... #2point0 indian cinema pride and shankar and arr make india big....,3
13293, oh enna kondu vayya i am katta waiting,4
10318,there is everything,2
12665,kaithi dan diwali winner nu solravanga like ah like podunga,3
22364,islam also accords a special name for those types of people,1
19323,guru too phir se,2
10423,ladakon mein interest hai kya,2
20247, edile chela police ne evideyo kandapole   vijayan sarkare anno,4
13107,edge of darkness continues to be well regarded to this day,1
2211,nice punjabi aatee hai aapako,2
15092, 1 st day kazinju theatre bakki undayal mathiyayirunnu...lalettan,4
16013,but kahaan se ho,2
5411, endaa 41k dislikes? semma trailer ! -telugu fans,3
18808,in english it calls itself nakano city,1
22651, oruthar mela neenga viswasam katrathukaga innoruthara yan asingapaduthuringa   love you thalaaaa,3
18335,itane late karana hai reply uh ne to main ja raha hoon,2
8434,the attempt failed and the eij was expelled from sudan,1
9492,nadi thalaiva .aana arasiyal venam thalaiva,3
4068,you message me okay,2
2184,the majority of the people in the middle ages were peasants,1
6910, enaku mattum than lingaa maari ithu agidumo nu thonutha,3
2509, anna veera maassu maranooo love you thalaiva,3
3622,kidu kidilan trailor. lalettan rocks  l rocks...,4
14271, manju mam super performance love you,3
9243, i think villadhi villain uh iruka poraru... marana mass... thalaivaaa...,3
19348,badhiya h maje lo goa mein,2
5011,vais e maze to aate peetane mein,2
12742, sirapana tharamana sambavam from superstar 🤩🤩🤩🤩🤩🤩,3
12507, ithupoloru kidukachi trailer njan vere kandittilla,4
16897, clg la irundhu idha pakkuravan mattum like here,3
18633,in polders this mainly involves regulating the water level,1
11896,hanging may be both voluntary and involuntary,1
20961, daily 10 times ku mela paakuravanga  ...padam vara varikum pakuravanga ....like podunga,3
4503,not long did he hold it,1
17028,evanda nika porathu thalaivar munadi epo vanga da papom thalaivar 🤘🤘,3
8417,facebook par add tha ek,2
21469, idhaanda thala......🤩🤩 kadaisiya ennai arindhal la parthathu...,3
20234,veendum veendum triler kannunavar like adik evide,4
11030,so what is your job all about,2
5137, vetri maran dhaush legendry combo.. padipa matum namba kita irnthu edthukave mudiyathu .. true,3
19788,aakhir boring lecture kaun sune ga,2
15535,tujhe pata chale iseelie likha tha,2
18188, bb sure... katta ikka fan.. fdfs locked,4
19697, vera level sirappana sambavam erukku pongaluku!!!!,3
7216,content weight ah ilamaa thala choose panniruka mataru,3
14118, christiansinte idayil oru pere ullu lucifer,4
22122," arthashastram unga vazhy,  dharmashastram enn vazhy",3
6229,dimaag kharaab ho jaata h,2
3955,worldrunners basic actions consist of jumping and firing missiles,1
22020, heavy waiting,4
15478, enna da idhu thala pani karadi madhiri iruku ?,3
6249, lalettan fans like adiche .......lalettan ki.......mmmmaaaa,4
9929,mere lie kyon achchha h,2
170,tumhaare saath share bhee nahin kar sakata as a message,2
12292,isaka name business chat rakhana chaahie,2
15866,adipoli ikka... kolakolliaittam nnparanjappo ethrapradeekshichilla sooooper,4
2098,academic press makes free use of proper classes,1
9934, mammmokhaaa 69 vayyas ayye annetum look entaa ponooo,4
16237, adutha 100 cr ennurapullavar adik mone like,4
8593,cultural festivals are frequently depicted in anime and manga,1
18784, hindi dubbed main kab aayega trailer,3
1917,after the war she toured the united states,1
6320, kola kandle irukke padathe pakkame irukka mudiyathu. trailor superrr,3
325, dislike panra dog ellam yaru ?? any guess?!,3
1923, enna achchi sakar sir no good,3
17356,he was played by rowan atkinson,1
1140, ennada ajith fans. comments lam periya level la ilayae viswasam madhiri ...bulb vangunungala🤣🤣🤣🤣,3
1825,she was a setter n high school,1
4716,image of sling from the tomb of tutankhamen,1
12163,pritvimonum lalettanum pwolichutto. character selection superb. cinema superhitayi vijayikatte en nu njan prakthikum,4
22686, unnni mukundante padamenn paranj arenkilum vanno makkale,4
21280,pune nice bahut door se ho yar,2
3610,iyyyo bro sister 100time pardhen marana mass,3
3957, adi poli ini relees aayal mathi,4
13664,i am vj fan but i like it music,3
315,poems two to,1
16562,during world war ii moruya aerodrome was used as an advanced operational base,1
12201, h vinoth  macha u athukkum mele,3
19253, myru padam. kaanendaayirunnu. ookkaanam vannittu vayya.,4
1426,ye number tera hee h,2
4714,in the 1780s he made two travels to france,1
14333,vulgate for office the,1
19635,dislike adikunna mammunikale,4
11972, sk anna vera level come back,3
10735, 0.36 sec intha scene padathula iruka mari ilaye,3
4901,fourth order autonomous equation at eqworld,1
5325,gussa jaldee aata hai kya tumhe,2
14440,77 of the population are considered ivoirians,1
13967,in november 1962 john f kennedy visited key west a month after the resolution of the cuban missile crisis,1
22609, muttamariyans mammunni myra raja team omkv,4
16647,chiyaan vikram in last dialogue in enna paththi innum konjam therunjooooo mass dialogue,3
116,prolonged negotiations were carried on mainly by gilbert,1
10567, chiyaan vikram sir vera 11,3
6851, mohan lal alla odiyan  ennariyavunna eathra pear und?,4
15567,itana kahaan busy ho,2
16824, thakarthutto...  onnalla orupaadu kaaranangalaa...  ith thakarkkum...,4
19778, kumbalangi nights ile penkutti allee ith,4
10612,is dead tend leaf,1
22016,type karane aalaas aata h bas,2
7694,the series aired for twelve seasons from 1984 to 1996 on the cbs network,1
4769,can’t wait mamooka.mammoty fans adi like,4
4286, nerkonda paarvai vijay version  parunka my chanale,3
10112, sema last line than marama masss,3
21026, mass ne eru pereyulloo athane ikka,4
17718, nte ponnikkaaa inghal enthinilla porappadilaaa nte ammooo poli,4
18220, vijay -vera vera vera vetakaran taan da venumm ajith- nerya nerya nerya nerya ....nerya,3
10473, thala fan nu sollum pothu perumaiya irukku,3
22116, rombha naalu ku apparam oru super aana ajith movie paakaporom  good trailer,3
7277,in that,1
12539,i am studying in twelfth standard,2
9413, kalakkan movie..... fight & background music... okke vera level......,4
16164,katta waiting : a lalettan fan 🤩,4
4204, rajayum pillerum stronga fourble strong waiting madhuraraja,4
22730,their first album the hurting was released in march 1983 ,1
22000, valimai varatum  enge attam adule paapingge,3
3828,commentary for sideshow bob roberts in the simpsons the complete sixth season dvd,1
1279,while attending solihull school he began a lifelong friendship with richard jago,1
11980,and editor,1
14956,structural failures occur in two general modes static failure and fatigue failure,1
9547,are tumane mujhe messenger par message bheja tha,2
5360, teaser onnum avlo grace illaye  paapom movie epdi irukuthu,3
2253,name ko leke majaak nahin,2
9096,nasik doll tiltle bgm aane highlight,4
20341,unfortunately this species belongs to the close knit hierofalcon complex,1
17303,these never saw widespread success,1
3602,this hotel serves as a bar hotel post office and restaurant,1
21272, keralathil kingum devilum godum ellam ettananu ..this is mohanlalwood,4
8561,nai maaloom nai hoi raha,2
3086,national gallery of canada canadian  aboriginal art,1
5870,former skandia ceo lars eric petersson files appeal of district court ruling newstex june 13 2006,1
5132,and na hee tumhe teen saal chhota kar sakata hoon,2
17241,mein apane doston se to mil nahin paatee,2
1649, fdfs.. trailer kandu ithu vareyum njanithu paranjittilla..🤩🤩,4
10730,unbelievable trailer paatha 75 per cent people ku mela like panni irukkaanga ... dir . lokesh sir,3
7676, dis is hindi movie pink remake,3
5406, thugs of hindhustan film aahn marakar enn paranj kanikkunnath,4
13656, viswasam than mass pongada dei,3
20930,njan oru laletan fan anu but ee movie namude abimaanamaanu enthayalum mega hit avan prarythikkunnu,4
11536, karthik supuraj en sunniku samam da thalaiku mela mayeru thanda iukku athu than sotta rajini,3
22354,failure programme only and,1
10194, mammokka fans like here...... fansinte power nokatte,4
8057,ambooo pwoli oru rekshem illa lalettaaa poliiii,4
10845, super pa... thalapadhy rasigar saarba vaalthukal,3
12087,paagal banaane vaalee cheej hai bas poochhate rahe are you a boy or a girl,2
6493,dhanush thalaivarrrr veraaaa level asuran waiting for theee scrennn thalaivaaaaaaa    dhanush veriyan daaaa naaaa,3
14585,haan jo karatee bhee hai vo ladakee hee hote hai,2
19866,bure vaqt m bhee to kaam aata h,2
5757, unlike basters    all,3
21948,this encourages customers to keep them for souvenirs at a profit to the casino,1
11357, yarellam krish and batman'a indha trailerla pathinga...hit like,3
61,chal nikal bachcha hai too,2
22145, bigil will hit likes of 1.7m likes to 2m likes,3
20342,na too tera baap jo main hoon,2
18533,the story begins on november 9 1988 in chicago illinois,1
15557,boy or girl,2
591," last le malay dialog, you kena tunggu lebih lama lagi, untuk tahu saya",3
6906, l.. prithviraj  lalettanilude oru adaar item thanne kond vanno...,4
17929,public not were far,1
2001,trailor kandaal thanne ariyaam padam thamarthum,4
5199, watha verithanam karthi  bigil kuppai enna aaga pogutho,3
8987,mein amritsar se hoon,2
2671,kuchh nahin bas aise hee,2
10985,in 2001 he moved to fassa bortolo under the guidance of sporting director giancarlo ferretti,1
12307, madhuraraja and lucifer randum 100cr club urrapayi,4
15293,sahee kahata hai bhaee,2
17410,from where you belongs,2
9631,ye bhool gae to kaam kaise karoge,2
4817,the royal gibraltar regiment 1rggi,1
9829,among the famous farms of nodaway county,1
3501,visuals serial pidikunna camera polundu. make up oke ittu ellarum,4
721, lucifer        polichu poli,4
10308,1 week kayinjal edenkilum channelil kanam,4
15764, gimitt fans like adi guhan... fans karayu... gee gee,4
5502,some of these credentials have been questioned,1
5503,mein isalie pahale se kah raha tha dont leave,2
12067, semma mass .....thalaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa the mass..... ultimate star...,3
19334,bahot thakee huee jee,2
3856,kamal sir nenga vikrama vaithu marma yogi movie pannunga sir superrrrrrra irukkum.,3
2992,lucifer thannee sheenam maarillaa aduthu kootheraaaaa thaaa,4
0,of to fantasy his,1
22338, trailer hey pakka verithanama iruku padam epudi iruka pothey intha deepavali kaithi deepavali than,3
4033,notably this episode contains no supernatural elements,1
19590,tujhe dekhana hai ya yahee bakchodi karana hai,2
21683,  used by marketers to imply the best,1
636, nallaa thala thala nu irukaru ajith..,3
9411, ajith kumar mutta punda nadippin nayakan tha king,3
4340,thus this is a doubly improper integral,1
2900, bigil left la poh ! kaappaan right la poh !,3
9439,engineering line mein struggle bahut hai yaar,2
7438, enne pole 50praavisham kandavurundagill adi like,4
17923, vannu vannu avan vannuikka love yuu,4
1646, itha kadhai nu trailer eh solita mathri iruku,3
11296, sunny chechi en kanan matharam trailer kandavar like aadikeee.,4
283,full name kya hai aapaka,2
8193,dislike adicha makkale.... nighakkula vadem chaye pinne tharaatta,4
22166, intha trailer ku realtime likes ku link kudunga....! #thala,3
21679,aap kahaan se ho,2
3606, go to 500 crore success .........................,3
979, adipoli trailer . waiting madura raja,4
16804,peel castle has been proposed as a possible location of the arthurian avalon,1
1804,main jyaada achchhee nahin size mera thirty two thirty four thirty eight h,2
21932,this was relatively easy to engineer,1
2538,marzee hni bataana toh chat disconnect kar or chalate bano,2
1772,it is located in silva missouri,1
1974, ente ponne oru rekshem illa  kidukkachiiiiiiiiii...  lalettan hvy....,4
11026,to isalie poochh raha hoon kee tum rude kyon ho,2
15363,an annual commemoration is held there on his birthday,1
9211,more line up changes occurred throughout the next few years,1
18950, madhuraraj teaser kidu lucifer kandittu venam feedback tharannnnn vegam kothupikkathe iduvvo,4
10518, thoopil joppan poley ulla oru item aavand irunnal mathi aarunnu🥺🥺🥺.,4
12641,alaska airlines is as of 2009 the sole commercial jet passenger operator,1
660, 1:19 la paarunga muttu muttu teejay irupaaru,3
17591, 15 hours 5 million views thala maaaaaaaasssssssssssss🤣,3
14983, vidathu  karuppu   chetan   erukapla...,3
15087, tovino shakalam podikk koodi onnu improve aakanundd.. kaaranam dialogue variations chilathu kutykalude vakkupole aakunnundo ennoru samshaym und,4
17532,oh naam mein hee sanskaar chhipa hai,2
11566,5 minute kond youtube hang avum,4
11338,yahaan koee ladakee nai,2
7552, 3 million   ettanum pillerum,4
18026,hadlee was a right arm pace bowler cricket,1
12301, dei yen da porama patu dislike podduriga,3
15330,ufff vere level ikkaaa ingha pwoli aahn,4
9464,these are just a few examples from the top of my head,1
21191,us din tumhe send kar raha tha,2
751,the first was locating the signal and thus the direction to the storm,1
7695, ciyaan  vikram i love  you,3
1237,nothing at all he replied,1
15901,ikka pwolikum from an ettan fan ente ponno glamour enne paranja ikka ane example style ka baap,4
22665, veeendum veendum kaaanunthorum veendum kaanan thonuna lahari....,4
10654,real picture dikhao tumhara,2
2608, mammooka fans  ivide come  & like adii,4
12506, thalapathy  fan ah slren kandippa bigil padathuku competition ah irukkum,3
15833,id dena yaar please,2
9282,amije tomar chin chin,2
18722,hamalog ka network kuchh nahin h racket thodee chala rahe hain dhanda h hamaara,2
14573,modern turbine design carries the calculations further,1
20957,budh aaye toh bataana,2
16995,kensett is a city in white county arkansas arkansas united states,1
22284,nahin lunch kaha se hoga,2
3283, kabali....kaalaa ... madhri.... parapaiyan padama irundha.....padam odadhu....be careful....,3
3393,tab se vahee to koshish kar raha hoon,2
11227,yaar ec mein bhee girls hotee hai,2
13574,charlotte is served daily by three amtrak routes,1
12502, njan oru ikka fanannengilum lalettan onnam polikatte,4
2384, padam verum oru below average lucifer like oombiya padam aakum enn orappullavr c'man!!!!,4
1628,haan main hee bharoonga,2
3144,sunni chechi ullond padam one month enkilum ooodum orappaaa allenkil sunnichechi oodikkum,4
486, enga viswasam thala ku mattum dhan . neraya neraya neraya neraya record ah enga thala oda trailer padaikum,3
16374, ennada trailer vera level la irukku,3
13409,achchha close kaise aaoge,2
14380,the library is a public tri county library serving franklin hopkins and wood counties,1
21067,main a aya to mujhe milega,2
7738, thala  looking  mass,3
18922, aaahaaaa negative comment aayi kure pannikal vannallllloooo,4
17314,ha lgt gaane le,2
16225,they were emptied before the car got even with us,1
9883, 1:10 ee scene onnum cinemayil illa.... pattich,4
4549,o our beautiful home we have,1
18117,mass trailer,4
20515,akki / rajini 2.0!!! mind blowing,3
9150,russian army used scorched earth strategy during its retreat in summerfall of 1915,1
8063, thalaiver eppavum masss thann..pettaila innum masss...tq kaarthik subburaj sir...munnadi iruntha thalaivar style la marupadium kondu vanthathuku...,3
17096,in 1991 padalka was qualified as a test cosmonaut,1
17759,readers digest illustrated book of dogs 1982,1
8324,mere saath to kaee baar aise log baat kiye jin hone apane secrets share kiye,2
13270,vo bhee guitar vaale lounde le jaen hai,2
16340, tharamana sambavam irukku aug 10 annaikku wait,3
1783,he worked in this capacity till january 2003 ,1
21993,haminoeid bubble snails are mostly herbivore,1
5485, fully rajinism ... thalaivaaaaaa mass.. fdfs kalakata poguthu.... thalaivaaaaaa,3
5233,david lachterman evanston northwestern university press 1973 137 ,1
14455,tumhaare vahaan sach mein saude bolate h,2
12232, vayasanalum un style um azhagum innum unna vittu pogala,3
14292,school complete hone hone hai,2
3529, deepavalikku un padathukku poren .. spr,3
16312,ab too kha chalee gaee,2
8287," enna style, enna speed masss thalaiva....",3
22482, eattavum miss cheyyunnathu prithviraj,4
15104,the forests around rayleigh were royal hunting grounds,1
16490, asuran trailer no 1 go nice,3
11775,he had four sisters and three brothers,1
14061, marakkar polichadukkum mone kando laletta love you,4
9811,ha are koee naee first year to college m set hone m nikal jaatee h second year s suru hotee h,2
7872,just like congress vohee kaam nahin h,2
1742, yarellam dhanush sir ah bayandhu pathinga,3
9890,meree v sketching hee h,2
13649,this is scheduled for production in 2010,1
14186,polichu mass alla marana massssss  ikkaaaaaaaaa,4
9545,yahaan to seedha number maanga ja raha hai,2
9337, mammookka fans inu like adikkan ulla comment,4
16364, sethu anna fans like pottu ponga,3
4971,are bhaee bhaee bhaee bhaee,2
20531,alexander is famous for his son united states marine corps commandant archibald henderson,1
10049,രോമാഞ്ചം katta waiting for mamangam day november 21,4
16552, soubin ikka suraj ettan lead  roll ith oru sambavam aakum katta witing kidukachi filkm,4
1736, kattaa waiting suraj ettan  soubikkaa  robot ettan japan chechi,4
10128, last dialog unga fans ku solunga thala,3
13509,kya hua naaraaj ho gae kya,2
19506,so lucknow me family mein saath ya paying guest pe,2
5493,so go and try some where dude,2
6750,aur usake baad kaun sa kuchh alag hoga,2
21388,assam se ho vahaan to thand hogee,2
610, ajith sir 🤩   t h a l a,3
20695,thodee der baad karatee hu,2
10221, stlye king thalaivrrrrr back diologue elam semma...rajini veriyanukana padammmmm,3
8029,guanting service area is next to the guanting bridge,1
16482, 2k likes for 700k  share max,3
1655, just 200k like reach on 1m like..  vitraathinga like ah pottu therika vidunga by thala veriyans,3
17128, ayyo comedy panni vechringakale  yaendaaa ippidi,3
10162," பவர்கட் இனி இல்லை!\r sijlee energy solutions pvt ltd\r sijlee.com\r 044-48684268,9789082241\r emi available\r chennai",3
15373,kabhee kabhee avai bhej dete hai,2
777,samajh jaiyo tera baap hai,2
1611, 5 il kooduthal thavana kandathu njn maathramaano   katta mammooty fans cmnt here,4
6703,because committed ko time nahi milata h na,2
7472,ziba was a servant of saul and later of sauls grandson mephibosheth,1
8470, i am from telugu. but i like his attitude...🤘,3
15313,us chakkar mein leave ho gaya,2
4343,arjun reddy yude bgm inte thudakkam pole und,4
19148,tamil cinema 2.0 vera level la irukku marana mass trailer,3
15108, எதுவுமே புரியல       edited : movie vera level nu matu purithu,3
19100,i am also good jee,2
2283,poora naam kya hai aapaka,2
8184,master of arts after graduation hee hota hai,2
15375,public law 99 145 authorized the award for wounds received as a result of friendly fire,1
18081, ennanga da 11 manikku viduren nu sollitu 10.30 ku vitteenga. ...irunthaalum vera level.. verithanam.. superstar fans like here,3
8837,m control karata hu,2
2368, ikka and unni mukundan - nalla combo,4
20993, makkal selvan vijay sethupathi  i'd name illa,3
1839, pooran mamooty,4
16547, jayatten muthan nammade mass aanpolikk jayettasupport cheyyumnn ullavar ivide like,4
5574,nalla adipoli trailer adutha undayum 18am padiyum peranpum yathrayum pole flop urappanu,4
17196,raj ettan & mamooka ethu polikum,4
22726, va thalaivaaaaa trailere evalo maaasu unna antha screenla pakumbothu#dhanush blood,3
7079,in 1888 a branch line was opened between greater sudbury and sault ste,1
14622,from 31 son lives,1
11348,there are many different varieties changing in color shape seasoning and taste,1
4912, megastar  fans oru like adi,4
13927, ravile eneet trailer kanan vannavar ndo....,4
6056, madhura raja kurach adikam viyarkum ... thayoli fans inu dislike adikane pattu...,4
5358,the rule passed to his sons eteocles and polynices,1
15079,"danush , vetrimaran rendu perum sernthale vetri nichayam waiting",3
11990,njngalk 100 kodi onnum venda nammada ikka thaaa eee nilkunna pola onnu ninna mathiii pinna enth kodi...........,4
13353, ithu korre pullimurugan koppi adichathanalo swalpam ullupu undo  ennalum njn kannan pokkum karanam ente rs 100 kedakkate padathinu,4
18819, oruthar mela viswasam katta mass thala,3
10931, trailer kandappo oru pratheeksha und,4
11787,musial also served one year as general manager of the cardinals,1
11234,tumhe kaise pata mainne profile kholee,2
8342, daii pink padathula fighta varathu ajith does not suit amita bachaan,3
18653,the worthless david jones limited was renamed djl,1
15655, chechiuede mukham kandu like  cheythavar aroke ikka,4
3195,in his  1796 edition he established fifteen critical rules,1
17855, july1 20m vivews varum 1m likes um senthu varum,3
4780, likes innale 175+k undayirunnilla in engane kuranjhu,4
19637, hit like for rajni sir and akki sir,3
2924, kollaam pakshe lucifernte athrak ethilla urappaanu,4
265, keep watching trending list 1il akkanam,4
13529,mein reply nahin karane vaalee abhee,2
6891,mere paas mein rahakar hotness kaise badhatee,2
15220, ethu powlikkum maduraraja yum puliyum myrumonnumalla nammukke vendate immatiri items aane,4
8033,mere number par recharge kar do na,2
